RecipeName,RecipeCategory,Difficulty,PreparationTimeMinutes,TotalIngredientCount,MatchedIngredientCount,MissingIngredientCount,MatchedIngredientRatio,RiskyIngredientCount,AverageDaysUntilExpiration,HasSensitiveIngredient,UserLikedSimilarRecipes,UserSavedSimilarRecipes,UserCookedSimilarRecipes,UserDislikedSimilarRecipes,ViewedSimilarRecipes,Season,RecommendationScore,RecommendationLabel
Peynirli Akdeniz Salatası,Salata,Kolay,15,6,4,2,0.667,2,2,True,1,0,0,1,7,Yaz,80.73,High
Sütlaç,Tatlı,Orta,45,10,8,2,0.8,0,25,True,5,3,0,5,8,İlkbahar,60.6,Medium
Mevsim Salata,Salata,Kolay,10,7,4,3,0.571,1,28,True,8,2,0,0,0,Kış,88.0,High
Sebzeli Sandviç,Atıştırmalık,Kolay,12,8,6,2,0.75,0,1,True,6,5,4,3,10,Kış,100.0,High
Fırında Tavuk,Ana Yemek,Orta,45,10,3,7,0.3,3,29,False,7,3,4,1,11,Sonbahar,80.5,High
Peynirli Akdeniz Salatası,Salata,Kolay,15,10,2,8,0.2,0,14,False,7,5,4,4,13,Kış,37.0,Low
Yoğurtlu Havuç Salatası,Salata,Kolay,15,9,4,5,0.444,1,19,False,8,6,5,5,12,İlkbahar,87.56,High
Muzlu Pankek,Tatlı,Orta,25,6,4,2,0.667,2,8,True,4,2,2,4,9,Kış,73.13,Medium
Peynirli Akdeniz Salatası,Salata,Kolay,15,6,4,2,0.667,0,3,False,5,4,1,3,9,Kış,85.13,High
Sebzeli Omlet,Kahvaltı,Kolay,15,7,1,6,0.143,0,29,True,5,2,3,4,6,Kış,15.2,Low
Peynirli Tost,Kahvaltı,Kolay,10,5,3,2,0.6,0,26,True,5,3,2,4,11,Kış,67.0,Medium
Peynirli Akdeniz Salatası,Salata,Kolay,15,6,0,6,0.0,0,24,True,7,3,1,1,1,Kış,25.2,Low
Yoğurtlu Yulaf,Kahvaltı,Kolay,8,6,0,6,0.0,0,20,False,7,4,4,4,11,Kış,29.0,Low
Yoğurtlu Yulaf,Kahvaltı,Kolay,8,4,3,1,0.75,0,28,True,2,4,1,1,4,Sonbahar,82.05,High
Sebzeli Omlet,Kahvaltı,Kolay,15,10,8,2,0.8,1,26,False,0,3,4,5,6,İlkbahar,76.2,High
Muzlu Pankek,Tatlı,Orta,25,9,8,1,0.889,4,2,True,0,4,5,0,12,Sonbahar,100.0,High
Etli Sebze Yemeği,Ana Yemek,Zor,55,8,7,1,0.875,3,15,True,8,1,3,0,10,Yaz,100.0,High
Tavuklu Sebze Sote,Ana Yemek,Orta,35,9,3,6,0.333,2,14,True,0,6,5,3,10,Kış,61.67,Medium
Mercimek Çorbası,Çorba,Kolay,30,5,4,1,0.8,3,20,False,7,2,2,4,4,Yaz,97.8,High
Peynirli Lavaş Rulo,Atıştırmalık,Kolay,10,5,0,5,0.0,0,7,True,1,0,2,2,7,İlkbahar,3.4,Low
Yoğurtlu Meyve Kasesi,Tatlı,Kolay,8,6,2,4,0.333,1,5,False,8,4,0,0,5,Sonbahar,81.67,High
Muzlu Pankek,Tatlı,Orta,25,4,4,0,1.0,1,12,False,3,2,5,2,5,İlkbahar,100.0,High
Yoğurt Çorbası,Çorba,Orta,35,8,7,1,0.875,3,4,True,0,0,1,4,2,Yaz,70.03,Medium
Muzlu Pankek,Tatlı,Orta,25,9,4,5,0.444,4,16,True,5,2,4,1,15,Kış,100.0,High
Peynirli Lavaş Rulo,Atıştırmalık,Kolay,10,7,3,4,0.429,1,8,True,0,6,0,3,9,İlkbahar,47.8,Medium
Domates Çorbası,Çorba,Kolay,25,6,6,0,1.0,1,22,False,7,6,4,5,1,Yaz,100.0,High
Tavuklu Sebze Sote,Ana Yemek,Orta,35,7,2,5,0.286,0,6,False,5,3,2,2,10,İlkbahar,39.0,Low
Yoğurtlu Meyve Kasesi,Tatlı,Kolay,8,4,4,0,1.0,1,21,True,3,0,0,3,1,Yaz,68.2,Medium
Sebzeli Sandviç,Atıştırmalık,Kolay,12,5,4,1,0.8,0,28,False,0,5,0,5,4,Yaz,40.8,Low
Menemen,Kahvaltı,Kolay,20,7,6,1,0.857,0,2,True,2,6,5,4,3,Yaz,100.0,High
Tavuklu Salata,Salata,Orta,25,4,1,3,0.25,1,1,False,3,3,5,4,4,Kış,54.55,Medium
Mevsim Salata,Salata,Kolay,10,7,1,6,0.143,1,29,True,2,4,5,0,15,Yaz,71.0,Medium
Sebzeli Pilav,Ana Yemek,Kolay,25,6,2,4,0.333,0,4,True,3,4,0,4,12,Yaz,29.67,Low
Yoğurtlu Yulaf,Kahvaltı,Kolay,8,9,8,1,0.889,4,5,True,2,5,1,3,7,Kış,100.0,High
Peynirli Lavaş Rulo,Atıştırmalık,Kolay,10,5,4,1,0.8,3,28,True,8,4,1,1,10,İlkbahar,100.0,High
Mevsim Salata,Salata,Kolay,10,7,5,2,0.714,1,15,True,8,6,5,1,1,İlkbahar,100.0,High
Mevsim Salata,Salata,Kolay,10,9,1,8,0.111,1,15,False,4,0,3,1,15,Kış,19.89,Low
Peynirli Lavaş Rulo,Atıştırmalık,Kolay,10,9,8,1,0.889,1,13,False,8,6,1,1,12,İlkbahar,100.0,High
Domates Çorbası,Çorba,Kolay,25,4,0,4,0.0,0,5,True,4,4,5,0,8,Yaz,73.6,Medium
Fırında Tavuk,Ana Yemek,Orta,45,9,8,1,0.889,2,2,True,4,0,2,1,2,Yaz,100.0,High
Bayat Ekmek Pizzası,Atıştırmalık,Kolay,20,10,0,10,0.0,0,6,True,4,0,3,1,7,Sonbahar,0.0,Low
Sütlaç,Tatlı,Orta,45,9,0,9,0.0,0,10,True,3,5,4,1,12,Yaz,19.0,Low
Muzlu Pankek,Tatlı,Orta,25,4,3,1,0.75,0,6,True,2,0,0,2,2,Yaz,43.65,Low
Peynirli Akdeniz Salatası,Salata,Kolay,15,5,1,4,0.2,0,2,False,8,3,3,3,9,Sonbahar,63.8,Medium
Muzlu Smoothie,Atıştırmalık,Kolay,7,9,9,0,1.0,2,11,True,6,3,3,5,7,İlkbahar,100.0,High
Kıymalı Makarna,Ana Yemek,Orta,30,6,4,2,0.667,0,21,False,8,4,3,4,4,Sonbahar,75.13,High
Peynirli Tost,Kahvaltı,Kolay,10,6,5,1,0.833,1,29,False,6,3,5,5,4,Yaz,98.97,High
Sütlaç,Tatlı,Orta,45,8,5,3,0.625,2,26,False,3,1,2,2,2,İlkbahar,59.27,Medium
Yoğurtlu Meyve Kasesi,Tatlı,Kolay,8,9,8,1,0.889,1,1,False,7,3,0,3,12,İlkbahar,100.0,High
Yoğurtlu Yulaf,Kahvaltı,Kolay,8,5,1,4,0.2,0,2,False,4,6,5,4,15,Yaz,68.0,Medium
Sebzeli Sandviç,Atıştırmalık,Kolay,12,5,4,1,0.8,0,6,True,6,3,1,2,1,Kış,93.2,High
Kıymalı Makarna,Ana Yemek,Orta,30,7,3,4,0.429,0,22,False,6,4,1,3,15,Sonbahar,46.0,Medium
Peynirli Tost,Kahvaltı,Kolay,10,10,1,9,0.1,1,28,True,7,3,0,2,4,İlkbahar,13.3,Low
Sebzeli Omlet,Kahvaltı,Kolay,15,5,0,5,0.0,0,4,True,1,2,5,2,11,Kış,35.0,Low
Yoğurt Çorbası,Çorba,Orta,35,5,2,3,0.4,0,16,False,2,6,2,4,5,İlkbahar,30.0,Low
Yoğurt Çorbası,Çorba,Orta,35,4,4,0,1.0,2,20,False,6,0,1,1,7,Sonbahar,100.0,High
Sebzeli Sandviç,Atıştırmalık,Kolay,12,6,6,0,1.0,3,20,True,5,5,1,2,12,İlkbahar,100.0,High
Etli Sebze Yemeği,Ana Yemek,Zor,55,6,4,2,0.667,1,19,False,6,0,1,3,6,İlkbahar,40.53,Low
Peynirli Lavaş Rulo,Atıştırmalık,Kolay,10,9,2,7,0.222,2,11,False,6,1,3,5,0,Kış,11.78,Low
Sebzeli Sandviç,Atıştırmalık,Kolay,12,10,10,0,1.0,3,27,True,1,2,5,1,8,Yaz,100.0,High
Peynirli Akdeniz Salatası,Salata,Kolay,15,5,5,0,1.0,0,28,True,5,6,3,3,2,Kış,100.0,High
Yoğurtlu Havuç Salatası,Salata,Kolay,15,10,0,10,0.0,0,14,False,7,3,3,5,2,Sonbahar,0.0,Low
Yoğurtlu Meyve Kasesi,Tatlı,Kolay,8,6,2,4,0.333,2,17,True,5,0,1,4,7,Kış,35.07,Low
Muzlu Pankek,Tatlı,Orta,25,8,8,0,1.0,3,25,False,5,0,0,5,5,İlkbahar,85.0,High
Tavuklu Sebze Sote,Ana Yemek,Orta,35,10,1,9,0.1,1,12,False,6,5,4,3,2,Sonbahar,15.9,Low
Sebzeli Pilav,Ana Yemek,Kolay,25,5,1,4,0.2,0,9,True,4,0,3,4,0,Sonbahar,5.0,Low
Sebzeli Omlet,Kahvaltı,Kolay,15,10,4,6,0.4,4,6,False,8,3,1,4,0,İlkbahar,70.0,Medium
Sebze Çorbası,Çorba,Kolay,28,4,3,1,0.75,0,10,False,0,3,3,0,13,İlkbahar,87.25,High
Tavuklu Sebze Sote,Ana Yemek,Orta,35,4,4,0,1.0,4,0,False,1,0,5,2,10,Yaz,100.0,High
Kıymalı Makarna,Ana Yemek,Orta,30,10,4,6,0.4,2,27,False,6,6,2,3,8,İlkbahar,68.6,Medium
Sebzeli Sandviç,Atıştırmalık,Kolay,12,9,6,3,0.667,3,2,False,0,1,0,1,1,Sonbahar,79.53,High
Tavuklu Salata,Salata,Orta,25,4,0,4,0.0,0,9,False,5,5,0,1,4,Yaz,22.8,Low
Etli Sebze Yemeği,Ana Yemek,Zor,55,10,8,2,0.8,3,12,False,8,0,2,5,6,Kış,77.2,High
Peynirli Lavaş Rulo,Atıştırmalık,Kolay,10,7,4,3,0.571,0,5,False,0,5,0,3,11,Kış,50.0,Medium
Yoğurtlu Yulaf,Kahvaltı,Kolay,8,9,6,3,0.667,2,3,False,4,5,3,0,2,Sonbahar,100.0,High
Peynirli Lavaş Rulo,Atıştırmalık,Kolay,10,8,0,8,0.0,0,25,True,8,1,5,0,13,Sonbahar,50.0,Medium
Muzlu Smoothie,Atıştırmalık,Kolay,7,4,2,2,0.5,2,4,False,8,2,1,2,5,İlkbahar,88.5,High
Menemen,Kahvaltı,Kolay,20,5,2,3,0.4,2,22,True,6,4,4,0,1,Sonbahar,100.0,High
Sebzeli Pilav,Ana Yemek,Kolay,25,10,1,9,0.1,1,25,False,7,3,5,2,3,Yaz,33.1,Low
Sütlaç,Tatlı,Orta,45,4,1,3,0.25,1,0,True,8,4,0,0,5,İlkbahar,85.75,High
Sebzeli Sandviç,Atıştırmalık,Kolay,12,9,9,0,1.0,2,18,False,6,5,4,3,14,Sonbahar,100.0,High
Mercimek Çorbası,Çorba,Kolay,30,9,8,1,0.889,2,8,False,1,3,3,4,1,İlkbahar,91.31,High
Yoğurtlu Havuç Salatası,Salata,Kolay,15,7,5,2,0.714,4,17,False,2,0,3,0,14,Sonbahar,100.0,High
Tavuklu Sebze Sote,Ana Yemek,Orta,35,4,2,2,0.5,1,24,True,3,3,5,4,10,Yaz,67.5,Medium
Etli Sebze Yemeği,Ana Yemek,Zor,55,6,5,1,0.833,2,29,True,2,1,3,0,1,İlkbahar,90.37,High
Etli Sebze Yemeği,Ana Yemek,Zor,55,4,0,4,0.0,0,17,True,8,6,2,2,0,İlkbahar,31.0,Low
Sebzeli Omlet,Kahvaltı,Kolay,15,9,5,4,0.556,2,22,False,8,5,4,2,9,Yaz,100.0,High
Elmalı Yulaf Tatlısı,Tatlı,Kolay,20,5,3,2,0.6,2,20,False,1,0,3,5,14,Sonbahar,43.0,Low
Tavuklu Sebze Sote,Ana Yemek,Orta,35,10,8,2,0.8,0,16,False,5,3,0,3,8,Kış,70.6,Medium
Peynirli Akdeniz Salatası,Salata,Kolay,15,4,2,2,0.5,1,28,False,7,1,4,1,5,İlkbahar,90.5,High
Yoğurt Çorbası,Çorba,Orta,35,4,1,3,0.25,1,17,True,2,5,0,1,2,İlkbahar,39.15,Low
Fırında Tavuk,Ana Yemek,Orta,45,4,3,1,0.75,3,11,False,6,2,5,2,14,Kış,100.0,High
Kıymalı Makarna,Ana Yemek,Orta,30,5,5,0,1.0,2,19,False,6,4,5,0,12,Sonbahar,100.0,High
Sütlaç,Tatlı,Orta,45,7,3,4,0.429,3,15,True,3,0,2,2,5,Yaz,52.0,Medium
Sebzeli Sandviç,Atıştırmalık,Kolay,12,7,7,0,1.0,3,6,True,3,5,5,1,14,Kış,100.0,High
Peynirli Akdeniz Salatası,Salata,Kolay,15,8,3,5,0.375,1,9,True,8,0,3,3,5,Kış,55.12,Medium
Peynirli Tost,Kahvaltı,Kolay,10,8,8,0,1.0,4,13,False,3,6,3,4,13,Yaz,100.0,High
Tavuklu Sebze Sote,Ana Yemek,Orta,35,4,2,2,0.5,1,25,False,1,5,5,3,14,Yaz,71.5,Medium
Etli Sebze Yemeği,Ana Yemek,Zor,55,10,6,4,0.6,3,4,False,7,2,5,3,14,Sonbahar,100.0,High
Peynirli Lavaş Rulo,Atıştırmalık,Kolay,10,6,6,0,1.0,2,8,True,6,2,0,5,15,Sonbahar,100.0,High
Fırında Tavuk,Ana Yemek,Orta,45,9,6,3,0.667,2,4,True,2,6,4,3,5,Yaz,100.0,High
Menemen,Kahvaltı,Kolay,20,6,2,4,0.333,0,23,True,1,4,0,4,8,Kış,13.27,Low
Sebze Çorbası,Çorba,Kolay,28,6,4,2,0.667,2,20,True,4,2,4,2,13,Yaz,100.0,High
Peynirli Lavaş Rulo,Atıştırmalık,Kolay,10,4,1,3,0.25,0,12,True,6,6,3,2,14,Yaz,81.75,High
Sebzeli Omlet,Kahvaltı,Kolay,15,9,9,0,1.0,1,14,True,4,4,4,3,9,Yaz,100.0,High
Mevsim Salata,Salata,Kolay,10,8,1,7,0.125,1,28,True,7,0,4,1,11,Sonbahar,50.38,Medium
Peynirli Tost,Kahvaltı,Kolay,10,4,2,2,0.5,1,22,False,6,2,3,2,5,Kış,77.5,High
Sebzeli Sandviç,Atıştırmalık,Kolay,12,4,1,3,0.25,0,4,True,1,5,1,2,0,Yaz,38.75,Low
Yoğurtlu Havuç Salatası,Salata,Kolay,15,10,2,8,0.2,2,19,True,2,5,1,5,15,Yaz,15.0,Low
Elmalı Yulaf Tatlısı,Tatlı,Kolay,20,6,0,6,0.0,0,22,False,5,3,5,1,9,Yaz,41.8,Low
Bayat Ekmek Pizzası,Atıştırmalık,Kolay,20,6,0,6,0.0,0,27,False,5,5,1,5,1,İlkbahar,0.0,Low
Etli Sebze Yemeği,Ana Yemek,Zor,55,7,4,3,0.571,4,30,False,1,4,1,1,14,Yaz,79.0,High
Mevsim Salata,Salata,Kolay,10,6,0,6,0.0,0,9,True,4,4,2,4,3,Yaz,2.6,Low
Yoğurtlu Meyve Kasesi,Tatlı,Kolay,8,4,3,1,0.75,0,13,False,7,2,4,4,12,İlkbahar,87.25,High
Sebze Çorbası,Çorba,Kolay,28,5,4,1,0.8,4,6,False,0,1,4,2,12,Kış,100.0,High
Muzlu Smoothie,Atıştırmalık,Kolay,7,9,8,1,0.889,0,28,False,3,4,1,3,5,Yaz,90.11,High
Bayat Ekmek Pizzası,Atıştırmalık,Kolay,20,5,2,3,0.4,1,18,False,5,3,4,5,11,Sonbahar,54.0,Medium
Peynirli Akdeniz Salatası,Salata,Kolay,15,7,4,3,0.571,3,29,False,4,5,4,4,12,Yaz,100.0,High
Etli Sebze Yemeği,Ana Yemek,Zor,55,7,4,3,0.571,0,15,True,2,2,3,4,6,Sonbahar,26.2,Low
Yoğurt Çorbası,Çorba,Orta,35,7,0,7,0.0,0,14,False,0,0,2,5,7,Kış,0.0,Low
Kıymalı Makarna,Ana Yemek,Orta,30,9,9,0,1.0,4,2,True,6,1,1,4,2,Sonbahar,100.0,High
Yoğurtlu Havuç Salatası,Salata,Kolay,15,7,5,2,0.714,4,28,False,3,3,4,0,12,Yaz,100.0,High
Sütlaç,Tatlı,Orta,45,7,5,2,0.714,3,0,True,8,6,3,2,7,Sonbahar,100.0,High
Yoğurtlu Yulaf,Kahvaltı,Kolay,8,5,5,0,1.0,1,3,True,3,5,3,2,3,Kış,100.0,High
Sütlaç,Tatlı,Orta,45,10,10,0,1.0,2,21,False,5,3,2,1,12,İlkbahar,100.0,High
Etli Sebze Yemeği,Ana Yemek,Zor,55,5,1,4,0.2,1,8,True,0,2,3,2,14,Sonbahar,17.0,Low
Yoğurtlu Meyve Kasesi,Tatlı,Kolay,8,8,1,7,0.125,0,4,False,7,6,3,1,7,Kış,61.77,Medium
Mercimek Çorbası,Çorba,Kolay,30,4,4,0,1.0,1,28,True,5,6,2,0,14,Sonbahar,100.0,High
Yoğurtlu Meyve Kasesi,Tatlı,Kolay,8,10,1,9,0.1,1,24,True,8,0,3,0,10,Kış,43.5,Low
Mevsim Salata,Salata,Kolay,10,8,3,5,0.375,2,18,True,6,2,3,5,4,Sonbahar,48.92,Medium
Yoğurtlu Yulaf,Kahvaltı,Kolay,8,8,8,0,1.0,1,16,False,5,2,0,3,3,İlkbahar,98.6,High
Sebze Çorbası,Çorba,Kolay,28,4,1,3,0.25,1,14,False,1,5,3,1,12,Kış,64.75,Medium
Peynirli Akdeniz Salatası,Salata,Kolay,15,4,4,0,1.0,3,7,True,7,2,3,4,9,Kış,100.0,High
Muzlu Smoothie,Atıştırmalık,Kolay,7,6,1,5,0.167,1,7,True,8,6,1,4,5,Sonbahar,55.83,Medium
Muzlu Pankek,Tatlı,Orta,25,8,4,4,0.5,2,21,True,5,0,5,1,8,Yaz,90.1,High
Yoğurtlu Yulaf,Kahvaltı,Kolay,8,4,3,1,0.75,1,26,False,3,0,3,2,4,Kış,73.05,Medium
Tavuklu Salata,Salata,Orta,25,6,2,4,0.333,0,23,False,1,1,2,1,7,İlkbahar,22.07,Low
Peynirli Akdeniz Salatası,Salata,Kolay,15,7,1,6,0.143,0,7,False,7,5,0,4,7,Kış,21.4,Low
Tavuklu Sebze Sote,Ana Yemek,Orta,35,8,5,3,0.625,1,8,False,1,3,0,3,12,Sonbahar,41.88,Low
Yoğurtlu Yulaf,Kahvaltı,Kolay,8,7,4,3,0.571,4,23,True,2,3,2,1,7,İlkbahar,100.0,High
Elmalı Yulaf Tatlısı,Tatlı,Kolay,20,5,3,2,0.6,1,1,True,6,0,0,2,11,Yaz,82.0,High
Tavuklu Sebze Sote,Ana Yemek,Orta,35,6,0,6,0.0,0,10,False,2,2,4,3,5,İlkbahar,0.0,Low
Muzlu Pankek,Tatlı,Orta,25,6,0,6,0.0,0,16,False,0,0,1,1,10,İlkbahar,0.0,Low
Etli Sebze Yemeği,Ana Yemek,Zor,55,8,4,4,0.5,1,27,True,3,4,1,1,14,İlkbahar,57.5,Medium
Muzlu Pankek,Tatlı,Orta,25,4,1,3,0.25,1,19,False,6,0,5,1,5,Sonbahar,60.75,Medium
Peynirli Akdeniz Salatası,Salata,Kolay,15,7,7,0,1.0,4,29,False,4,1,1,4,4,İlkbahar,100.0,High
Sebzeli Pilav,Ana Yemek,Kolay,25,8,3,5,0.375,1,24,False,1,2,4,1,3,Kış,47.73,Medium
Muzlu Smoothie,Atıştırmalık,Kolay,7,7,3,4,0.429,3,12,True,3,3,0,0,8,Yaz,85.6,High
Etli Sebze Yemeği,Ana Yemek,Zor,55,9,9,0,1.0,3,10,True,1,4,3,5,11,Sonbahar,100.0,High
Sebzeli Pilav,Ana Yemek,Kolay,25,8,4,4,0.5,0,17,True,2,0,2,4,4,Sonbahar,18.3,Low
Etli Sebze Yemeği,Ana Yemek,Zor,55,10,8,2,0.8,4,21,False,7,5,1,5,0,Yaz,94.0,High
Yoğurt Çorbası,Çorba,Orta,35,4,2,2,0.5,1,25,True,7,0,4,4,9,Sonbahar,61.3,Medium
Muzlu Pankek,Tatlı,Orta,25,7,4,3,0.571,2,16,True,0,6,3,5,0,Kış,55.0,Medium
Fırında Tavuk,Ana Yemek,Orta,45,6,2,4,0.333,1,11,True,5,1,4,0,3,Yaz,65.27,Medium
Muzlu Pankek,Tatlı,Orta,25,7,0,7,0.0,0,28,False,0,0,5,3,14,Kış,0.0,Low
Bayat Ekmek Pizzası,Atıştırmalık,Kolay,20,7,2,5,0.286,2,5,False,2,4,4,5,8,Kış,43.6,Low
Yoğurtlu Meyve Kasesi,Tatlı,Kolay,8,7,3,4,0.429,3,2,False,7,3,2,2,4,Sonbahar,98.8,High
Fırında Tavuk,Ana Yemek,Orta,45,5,1,4,0.2,0,26,False,4,3,3,5,6,İlkbahar,5.2,Low
Tavuklu Salata,Salata,Orta,25,7,1,6,0.143,1,10,False,3,6,4,4,1,İlkbahar,22.2,Low
Yoğurtlu Yulaf,Kahvaltı,Kolay,8,8,4,4,0.5,3,28,True,0,3,1,2,4,İlkbahar,65.3,Medium
Fırında Tavuk,Ana Yemek,Orta,45,4,1,3,0.25,0,4,True,7,3,1,1,11,Yaz,61.75,Medium
Sütlaç,Tatlı,Orta,45,7,6,1,0.857,2,19,True,5,6,4,0,3,Kış,100.0,High
Etli Sebze Yemeği,Ana Yemek,Zor,55,9,3,6,0.333,2,19,True,0,1,2,0,12,İlkbahar,31.67,Low
Yoğurtlu Havuç Salatası,Salata,Kolay,15,10,7,3,0.7,0,8,False,7,1,5,2,12,Kış,100.0,High
Yoğurtlu Yulaf,Kahvaltı,Kolay,8,6,1,5,0.167,0,0,True,2,2,0,4,4,İlkbahar,5.63,Low
Bayat Ekmek Pizzası,Atıştırmalık,Kolay,20,8,5,3,0.625,1,15,False,1,0,1,1,5,İlkbahar,50.88,Medium
Kıymalı Makarna,Ana Yemek,Orta,30,10,7,3,0.7,1,8,True,5,4,0,4,9,İlkbahar,73.3,Medium
Sebze Çorbası,Çorba,Kolay,28,7,2,5,0.286,1,27,False,0,2,5,5,13,Sonbahar,19.0,Low
Tavuklu Sebze Sote,Ana Yemek,Orta,35,6,3,3,0.5,2,18,False,7,5,2,3,11,Yaz,84.5,High
Muzlu Smoothie,Atıştırmalık,Kolay,7,4,0,4,0.0,0,10,True,1,2,0,1,10,İlkbahar,13.0,Low
Sebzeli Pilav,Ana Yemek,Kolay,25,10,8,2,0.8,1,17,True,1,6,0,1,7,Yaz,100.0,High
Sebzeli Omlet,Kahvaltı,Kolay,15,8,2,6,0.25,0,28,True,4,4,5,3,8,İlkbahar,51.35,Medium
Yoğurtlu Yulaf,Kahvaltı,Kolay,8,5,2,3,0.4,0,14,True,5,2,1,4,11,İlkbahar,39.0,Low
Sütlaç,Tatlı,Orta,45,8,4,4,0.5,3,5,False,1,3,4,1,6,Yaz,86.7,High
Sebzeli Pilav,Ana Yemek,Kolay,25,6,2,4,0.333,1,7,True,4,2,0,0,8,Yaz,62.27,Medium
Sebzeli Pilav,Ana Yemek,Kolay,25,8,6,2,0.75,2,2,False,7,6,5,3,1,Kış,100.0,High
Sebzeli Omlet,Kahvaltı,Kolay,15,10,9,1,0.9,4,0,True,7,4,2,4,1,Sonbahar,100.0,High
Yoğurt Çorbası,Çorba,Orta,35,6,0,6,0.0,0,3,True,1,6,2,2,14,Kış,26.0,Low
Menemen,Kahvaltı,Kolay,20,5,5,0,1.0,0,24,False,4,2,1,2,4,Sonbahar,85.8,High
Etli Sebze Yemeği,Ana Yemek,Zor,55,4,1,3,0.25,0,8,False,7,0,4,2,7,Sonbahar,30.15,Low
Sebzeli Omlet,Kahvaltı,Kolay,15,5,3,2,0.6,1,24,True,2,4,4,2,14,Yaz,97.0,High
Mevsim Salata,Salata,Kolay,10,4,2,2,0.5,0,2,False,0,1,3,4,15,İlkbahar,41.5,Low
Tavuklu Sebze Sote,Ana Yemek,Orta,35,4,0,4,0.0,0,22,True,7,0,5,1,0,Sonbahar,34.0,Low
Yoğurtlu Meyve Kasesi,Tatlı,Kolay,8,9,0,9,0.0,0,12,True,6,6,1,3,14,İlkbahar,13.0,Low
Domates Çorbası,Çorba,Kolay,25,7,3,4,0.429,0,3,True,6,2,1,4,9,Sonbahar,49.8,Medium
Tavuklu Salata,Salata,Orta,25,6,0,6,0.0,0,22,False,7,4,4,3,4,Yaz,21.8,Low
Etli Sebze Yemeği,Ana Yemek,Zor,55,5,1,4,0.2,0,24,True,6,5,4,5,6,Yaz,24.2,Low
Yoğurtlu Yulaf,Kahvaltı,Kolay,8,5,2,3,0.4,1,29,False,4,4,0,3,7,Sonbahar,46.4,Medium
Sebze Çorbası,Çorba,Kolay,28,5,5,0,1.0,3,4,True,6,0,1,2,0,İlkbahar,100.0,High
Tavuklu Salata,Salata,Orta,25,5,4,1,0.8,0,10,False,3,0,1,5,14,Sonbahar,33.0,Low
Domates Çorbası,Çorba,Kolay,25,4,2,2,0.5,0,16,False,2,4,2,1,12,İlkbahar,67.5,Medium
Yoğurtlu Yulaf,Kahvaltı,Kolay,8,7,4,3,0.571,4,8,True,0,3,0,0,13,Kış,100.0,High
Menemen,Kahvaltı,Kolay,20,8,7,1,0.875,3,25,False,8,0,4,5,6,Kış,100.0,High
Menemen,Kahvaltı,Kolay,20,4,2,2,0.5,2,15,True,5,3,4,4,12,Yaz,86.5,High
Menemen,Kahvaltı,Kolay,20,10,0,10,0.0,0,19,True,8,6,3,1,10,Yaz,40.0,Low
Yoğurtlu Yulaf,Kahvaltı,Kolay,8,6,0,6,0.0,0,9,True,7,5,3,2,9,Kış,48.8,Medium
Sebzeli Omlet,Kahvaltı,Kolay,15,10,9,1,0.9,1,19,True,4,3,5,1,9,İlkbahar,100.0,High
Yoğurtlu Meyve Kasesi,Tatlı,Kolay,8,7,2,5,0.286,1,7,False,6,2,1,0,7,İlkbahar,64.4,Medium
Peynirli Lavaş Rulo,Atıştırmalık,Kolay,10,10,4,6,0.4,1,12,True,6,5,0,3,14,Yaz,59.0,Medium
Elmalı Yulaf Tatlısı,Tatlı,Kolay,20,9,9,0,1.0,2,27,False,3,1,2,3,13,Yaz,100.0,High
Elmalı Yulaf Tatlısı,Tatlı,Kolay,20,4,4,0,1.0,0,9,False,1,6,2,2,7,İlkbahar,99.4,High
Bayat Ekmek Pizzası,Atıştırmalık,Kolay,20,7,0,7,0.0,0,5,True,4,1,3,2,6,Yaz,10.2,Low
Kıymalı Makarna,Ana Yemek,Orta,30,7,5,2,0.714,3,27,False,6,3,0,3,1,İlkbahar,81.2,High
Sebzeli Pilav,Ana Yemek,Kolay,25,9,5,4,0.556,0,1,True,1,0,3,2,13,Kış,65.44,Medium
Peynirli Akdeniz Salatası,Salata,Kolay,15,9,2,7,0.222,0,21,True,0,1,1,4,8,Kış,0.0,Low
Muzlu Smoothie,Atıştırmalık,Kolay,7,9,1,8,0.111,1,29,False,3,2,2,4,0,İlkbahar,0.0,Low
Mevsim Salata,Salata,Kolay,10,4,1,3,0.25,1,1,True,8,3,5,0,9,Yaz,100.0,High
Kıymalı Makarna,Ana Yemek,Orta,30,7,3,4,0.429,3,13,True,5,4,5,5,3,Kış,74.6,Medium
Peynirli Lavaş Rulo,Atıştırmalık,Kolay,10,5,0,5,0.0,0,13,True,4,6,2,3,11,İlkbahar,35.0,Low
Sebzeli Omlet,Kahvaltı,Kolay,15,6,3,3,0.5,2,23,False,3,3,1,4,0,Sonbahar,43.5,Low
Sebze Çorbası,Çorba,Kolay,28,9,9,0,1.0,0,15,True,0,2,1,1,7,Yaz,100.0,High
Yoğurtlu Havuç Salatası,Salata,Kolay,15,6,4,2,0.667,4,10,True,8,4,2,3,14,İlkbahar,100.0,High
Yoğurtlu Havuç Salatası,Salata,Kolay,15,7,0,7,0.0,0,8,False,2,6,3,5,14,Kış,0.0,Low
Mevsim Salata,Salata,Kolay,10,7,4,3,0.571,2,4,True,3,6,4,5,2,Yaz,89.4,High
